Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09872592240571976,0.0991551417254879,0.09872592240571976,0.09872592240571976,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.0940045329291232,0.0940045329291232,0.09357531368732452,0.09357531368732452,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08713632135240351,0.08713632135240351,0.08670710772275925,0.08670710772275925,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08885316550731659,0.08928238476255296,0.08885316550731659,0.08885316550731659,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09142925590276718,0.09185846951321318,0.09142925590276718,0.09142925590276718,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09700904041528702,0.09743825966349544,0.09700904041528702,0.09700904041528702,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10173040628433228,0.10216039339269434,0.10173040628433228,0.10173040628433228,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1060233861207962,0.10645260549388097,0.1060233861207962,0.1060233861207962,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11160322278738022,0.11203244223431717,0.11160322278738022,0.11160322278738022,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12190513312816618,0.12233435237944217,0.12190513312816618,0.1219051331281662,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12362198531627656,0.12405120452118376,0.12362198531627656,0.12362198531627655,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12104670927885111,0.12104670927885111,0.12061750143766403,0.12061750143766403,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11761296411893993,0.11761296411893993,0.11718374490737916,0.11718374490737915,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11847147345542908,0.11932991247543918,0.11847147345542908,0.11847147345542908,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11632535093271716,0.11632535093271716,0.11589614301919937,0.11589614301919937,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11117395635421327,0.11117395635421327,0.11074473708868027,0.11074473708868027,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10645260549388097,0.10645260549388097,0.1060233861207962,0.1060233861207962,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10430652883266625,0.10430652883266625,0.10387732088565828,0.10387732088565826,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1094570979475975,0.1098863172413386,0.1094570979475975,0.1094570979475975,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10945712151555259,0.10945712151555259,0.10859869420528412,0.10859869420528412,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10516492149691645,0.10516492149691645,0.10473570227622986,0.10473570227622986,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10516490787267685,0.10559412703775758,0.10516490787267685,0.10516490787267685,14291200,0.0,0.0
