Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05437637763180499,0.062372975887618046,0.05437637763180499,0.05970703437924385,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.059707049090637114,0.06290605706196807,0.059707049090637114,0.06183931231498718,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06183927528148632,0.06343908487648155,0.06183927528148632,0.06290601938962936,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06290604468751262,0.06343911038873903,0.06077316874792177,0.06130623444914818,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.061306202106902304,0.061839267526908666,0.05970700584688322,0.06024007126688957,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06024008648751864,0.06024008648751864,0.058107824268742767,0.05864088982343674,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.058640897811322985,0.059707029065936106,0.05597556967479018,0.057041700929403305,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05704169381672021,0.05704169381672021,0.05490943157337151,0.05544249713420868,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05544246279980082,0.056508593261241906,0.05490939756908028,0.05650859326124191,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056508615632333226,0.058640877399352566,0.05597555019057839,0.05810781195759773,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05810782172539066,0.05917395278811454,0.05810782172539066,0.05917395278811455,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05917395537813071,0.05917395537813071,0.057574758714048796,0.05864088982343674,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.058640877399352566,0.058640877399352566,0.05810781195759773,0.05810781195759773,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.058107824268742767,0.05970702093282468,0.058107824268742767,0.05864088982343674,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05917395278811454,0.06077314938220037,0.05917395278811454,0.05917395278811455,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05917395278811454,0.05970701831947649,0.05917395278811454,0.05917395278811455,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0591739428411074,0.05970700828286223,0.05704168107408806,0.05810781195759773,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.058107824268742767,0.05970702093282468,0.058107824268742767,0.05864088982343674,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.058640903029756074,0.060240100053987736,0.058640903029756074,0.05970703437924385,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05970700584688322,0.06077313668689594,0.05864087500687049,0.06024007126688957,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06077316874792177,0.06237297898628622,0.06077316874792177,0.06130623444914818,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06130624650889967,0.06237299125588055,0.06130624650889967,0.06183931231498718,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06183931231498718,0.06183931231498718,0.059707049090637114,0.06183931231498718,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.061839306416185395,0.06450524832712677,0.061306240660946594,0.06397218257188797,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0639721761098831,0.06450524181127548,0.0639721761098831,0.06450524181127548,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06450520304801503,0.06450520304801503,0.061839263008417224,0.06237294152379036,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06237294152379036,0.06290600690484653,0.06077313224630489,0.06237294152379036,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06237297898628622,0.06237297898628622,0.06130623444914817,0.06130623444914818,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.061306240928456344,0.06183930668602118,0.06077317517089151,0.06157277151942253,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.061572729770069716,0.06876972803984087,0.061306199359824315,0.06770359724760056,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06823668451285081,0.07490061952222195,0.06823668451285081,0.07196875661611557,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07196872814766235,0.07303485885986022,0.07143504965727515,0.07250179350376129,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.0725018439943726,0.0725018439943726,0.06983590222301578,0.07036896795034409,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07036891925223338,0.07090198461065911,0.06717052710167898,0.06876972317695618,30902400,0.0,0.0
