Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02 00:00:00-05:00,1.5085010231956708,1.5085010231956708,1.491551399230957,1.491551399230957,407940,0.0,0.0
1962-01-03 00:00:00-05:00,1.4915510169204027,1.5045890808105469,1.4915510169204027,1.5045890808105469,305955,0.0,0.0
1962-01-04 00:00:00-05:00,1.5045887969616445,1.5045887969616445,1.4889431622631182,1.4895950555801392,274575,0.0,0.0
1962-01-05 00:00:00-05:00,1.487639366761734,1.487639366761734,1.4576518861437582,1.4602595567703247,384405,0.0,0.0
1962-01-08 00:00:00-05:00,1.4589555688196902,1.4589555688196902,1.4211453691208151,1.4328794479370117,572685,0.0,0.0
1962-01-09 00:00:00-05:00,1.4393983772112002,1.4680821647536861,1.4393983772112002,1.449828863143921,517770,0.0,0.0
1962-01-10 00:00:00-05:00,1.4524365663528442,1.458955498715267,1.4524365663528442,1.4524365663528442,313800,0.0,0.0
1962-01-11 00:00:00-05:00,1.4563481742979578,1.4680825471878052,1.4563481742979578,1.4680825471878052,337335,0.0,0.0
1962-01-12 00:00:00-05:00,1.4706896543502808,1.4811199446035643,1.4706896543502808,1.4706896543502808,462855,0.0,0.0
1962-01-15 00:00:00-05:00,1.4759047304974828,1.4804681776615898,1.4759047304974828,1.4772086143493652,266730,0.0,0.0
1962-01-16 00:00:00-05:00,1.4759050992744724,1.4759050992744724,1.4615633487701416,1.4615633487701416,266730,0.0,0.0
1962-01-17 00:00:00-05:00,1.4550442301809765,1.4550442301809765,1.4341833540817333,1.4380946159362793,439320,0.0,0.0
1962-01-18 00:00:00-05:00,1.4420056343078613,1.4563473776524651,1.4420056343078613,1.4420056343078613,392250,0.0,0.0
1962-01-19 00:00:00-05:00,1.442005261370863,1.4459165207597109,1.4263595410009038,1.44330894947052,423630,0.0,0.0
1962-01-22 00:00:00-05:00,1.4433097727124236,1.457651715618213,1.4393984135476579,1.440702199935913,290265,0.0,0.0
